representative	product	locus_tag
VNG_6341c	cysteine-rich protein (C-term) (nonfunctional)	VNG_6341c
VNG_6341d	homolog to histidine kinase (nonfunctional)	VNG_6341d
VNG_6341e	transcription elongation factor TFS (nonfunctional)	VNG_6341e
VNG_6344H	uncharacterized protein (C-term) (nonfunctional)	VNG_6344H,VNG_6346H,VNG_RS13625,VNG6344H,OE6020R
VNG_6347H	uncharacterized protein	VNG_6347H,VNG_RS13630,VNG6347H,OE6021F
VNG_6348a	small CPxCG-related zinc finger protein	VNG_6348a
VNG_6348H	uncharacterized protein	VNG_6348H,VNG_RS11755,VNG6348H,OE6022R
VNG_6349C	Fido domain protein	VNG_6349C,VNG_RS11760,VNG6349C,OE6023R
VNG_6351G	transcription initiation factor TFB	VNG_6351G,VNG_RS11765,VNG6351G,OE6026R
VNG_6353H	DUF3006 family protein	VNG_6353H,VNG_RS11770,VNG6353H,OE6027R
VNG_6354G	beta-lactamase domain protein	VNG_6354G,VNG_RS11775,VNG6354G,OE6028R
VNG_6355H	uncharacterized protein	VNG_6355H,VNG_RS13635,VNG6355H,OE6030R
VNG_6357H	HTH domain protein	VNG_6357H,VNG_RS11785,VNG6357H,OE6031R
VNG_6359a	uncharacterized protein	VNG_6359a
VNG_6359H	uncharacterized protein	VNG_6359H,VNG_RS11795,VNG6359H,OE6032F
VNG_6361G	IS1341-type transposase ISH40	VNG_6361G,VNG_RS11800,VNG6361G,OE6034F
VNG_6362G	DNA-directed DNA polymerase B2	VNG_6362G,VNG_RS11805,VNG6362G,OE6036F
VNG_6364H	uncharacterized protein	VNG_6364H,VNG_RS13645,VNG6364H,OE6040R
VNG_6365H	uncharacterized protein	VNG_6365H,VNG_RS11815,VNG6365H,OE6041R
VNG_6366H	ISH3-type transposase ISH20 (C-term)(nonfunctional)	VNG_6366H,VNG_RS11820,VNG6366H
VNG_6367a	ArsR family transcription regulator	VNG_6367a,VNG_RS11830,OE6046F
VNG_6367H	ISH3-type transposase ISH20 (N-term)(nonfunctional)	VNG_6367H,VNG_RS11825,VNG6367H
VNG_6368a	homolog to endonuclease VapC	VNG_6368a,VNG_RS11835,OE6047A1R
VNG_6368H	spurious ORF	VNG_6368H,VNG6368H
VNG_6370H	homolog to antitoxin VapB	VNG_6370H,VNG_RS11840,VNG6370H,OE6049R
VNG_6371G	homolog to restriction system mrr	VNG_6371G,VNG_RS11845,VNG6371G,OE6051F
VNG_6372H	uncharacterized protein	VNG_6372H,VNG_RS11850,VNG6372H,OE6052R
VNG_6373G	homolog to phage PhiH1 repressor protein	VNG_6373G,VNG_RS11855,VNG6373G,OE6053F
VNG_6375H	uncharacterized protein	VNG_6375H,VNG_RS11860,VNG6375H,OE6055R
VNG_6377H	TrmB family transcription regulator	VNG_6377H,VNG_RS11865,VNG6377H,OE6057R,OE6150R
VNG_6378H	spurious ORF	VNG_6378H,VNG6378H
VNG_6379C	probable iron-sulfur protein (4Fe-4S)	VNG_6379C,VNG_RS11875,VNG6379C,OE6059R
VNG_6381H	DUF162 family protein	VNG_6381H,VNG_RS11880,VNG6381H,OE6062R
VNG_6383G	LctP family transport protein	VNG_6383G,VNG_RS11885,VNG6383G,OE6063F
VNG_6384H	uncharacterized protein	VNG_6384H,VNG_RS14305,VNG6384H,OE6066R
VNG_6385a	probable ribonuclease VapC	VNG_6385a,VNG_RS11890,OE6069R
VNG_6385H	spurious ORF	VNG_6385H,VNG6385H
VNG_6387H	probable VapB/AbrB family antitoxin	VNG_6387H,VNG_RS11895,VNG6387H,OE6070R
VNG_6389G	transcription initiation factor TFB	VNG_6389G,VNG_RS11900,VNG6389G,OE6071R
VNG_6390H	chimeric protein	VNG_6390H,VNG6390H
VNG_6393a	uncharacterized protein	VNG_6393a,VNG_RS14070,OE6074A1F
VNG_6393H	spurious ORF	VNG_6393H,VNG6393H
VNG_6396H	PIN domain protein (nonfunctional)	VNG_6396H,VNG_RS11915,VNG6396H,OE6079F
VNG_6397H	HTH domain protein	VNG_6397H,VNG_RS11920,VNG6397H,OE6080F
VNG_6400H	SWIM zinc finger domain protein	VNG_6400H,VNG_RS11925,VNG6400H,OE6083R
VNG_6401H	uncharacterized protein	VNG_6401H,VNG_RS11930,VNG6401H,OE6084R
VNG_6402H	HTH domain protein	VNG_6402H,VNG_RS11935,VNG6402H,OE6085R
VNG_6403H	uncharacterized protein	VNG_6403H,VNG_RS11940,VNG6403H,OE6087R
VNG_6404H	spurious ORF	VNG_6404H,VNG6404H
VNG_6407H	uncharacterized protein	VNG_6407H,VNG_RS14310,VNG6407H,OE6092R
VNG_6408G	PhzF family protein	VNG_6408G,VNG_RS11950,VNG6408G,OE6093F
VNG_6409H	uncharacterized protein	VNG_6409H,VNG_RS11955,VNG6409H,OE6095R
VNG_6411a	uncharacterized protein	VNG_6411a,VNG_RS11960,OE6096A1R
VNG_6411H	spurious ORF	VNG_6411H,VNG6411H
VNG_6412H	uncharacterized protein	VNG_6412H,VNG_RS11965,VNG6412H,OE6097R
VNG_6413a	uncharacterized protein	VNG_6413a,VNG_RS11975,OE6099F
VNG_6413H	HTH domain protein	VNG_6413H,VNG_RS11970,VNG6413H,OE6098R
VNG_6416H	spurious ORF	VNG_6416H,VNG6416H
VNG_6418H	uncharacterized protein	VNG_6418H,VNG_RS11980,VNG6418H,OE6102R
VNG_6419H	uncharacterized protein	VNG_6419H,VNG_RS11985,VNG6419H,OE6104R
VNG_6420H	uncharacterized protein	VNG_6420H,VNG_RS11990,VNG6420H,OE6105R
VNG_6421a	uncharacterized protein (nonfunctional)	VNG_6421a
VNG_6421b	HTH domain protein	VNG_6421b,VNG_RS12000,OE6109B1F
VNG_6424H	spurious ORF	VNG_6424H,VNG6424H
VNG_6427a	small CPxCG-related zinc finger protein	VNG_6427a,VNG_RS14315,OE6111A1F
VNG_6427b	small CPxCG-related zinc finger protein	VNG_6427b
VNG_6427c	uncharacterized protein	VNG_6427c
VNG_6427H	spurious ORF	VNG_6427H,VNG6427H
VNG_6429H	spurious ORF	VNG_6429H,VNG6429H
VNG_6430C	ISH14-type transposase ISH29	VNG_6430C,VNG_RS13680,VNG6430C,OE6115F
VNG_6431H	uncharacterized protein	VNG_6431H,VNG6431H
VNG_6432a	uncharacterized protein	VNG_6432a
VNG_6432H	uncharacterized protein	VNG_6432H,VNG6432H
VNG_6434H	small CPxCG-related zinc finger protein	VNG_6434H,VNG6434H
VNG_6437C	TRAM domain protein	VNG_6437C,VNG_RS12010,VNG6437C,OE6124F
VNG_6438G	TATA-binding transcription initiation factor	VNG_6438G,VNG_RS12015,VNG6438G
VNG_6439H	uncharacterized protein	VNG_6439H,VNG_RS13700,VNG6439H,OE6128R
VNG_6441H	DUF1628 domain protein	VNG_6441H,VNG_RS12020,VNG6441H,OE6130F
VNG_7000a	uncharacterized protein (nonfunctional)	VNG_7000a,VNG_6000a
VNG_7001	HTH domain protein	VNG_7001,VNG_6001H,VNG_RS12210,VNG_RS10515,VNG5001H,VNG6001H,OE7001R
VNG_7002	uncharacterized protein	VNG_7002,VNG_6003H,VNG_RS12215,VNG_RS10520,VNG5003H,VNG6003H,OE7003R
VNG_7003	uncharacterized protein (nonfunctional)	VNG_7003,VNG_6005H,VNG5005H,VNG6005H
VNG_7004	spurious ORF	VNG_7004,VNG_7084
VNG_7005	ISH7-type transposase ISH7	VNG_7005,VNG_7085,VNG_6007H,VNG_6119H,VNG_RS12220,VNG_RS12650,VNG_RS10525,VNG_RS10955,VNG5007H,VNG5122H,VNG6007H,VNG6119H,OE7006R,OE7159R
VNG_7005a	uncharacterized protein	VNG_7005a,VNG_6007a
VNG_7006	uncharacterized protein	VNG_7006,VNG_6008H,VNG_RS12225,VNG_RS10530,VNG5008H,VNG6008H,OE7008F
VNG_7007	cro/C1 family transcription regulator	VNG_7007,VNG_6009H,VNG_RS13740,VNG_RS13405,VNG5009H,VNG6009H,OE7009F
VNG_7008	ParA domain protein (nonfunctional)	VNG_7008,VNG_6010G,VNG_RS14075,VNG_RS14015,VNG5010G,VNG6010G
VNG_7009	uncharacterized protein	VNG_7009,VNG_6011H,VNG_RS13745,VNG_RS13410,VNG5011H,VNG6011H,OE7011R
VNG_7010	integrase family protein	VNG_7010,VNG_6012H,VNG_RS13750,VNG_RS13415,VNG5012H,VNG6012H,OE7012R
VNG_7011	plasmid replication protein RepH	VNG_7011,VNG_6013G,VNG_RS13755,VNG_RS13420,VNG5013G,VNG6013G,OE7014F
VNG_7011a	uncharacterized protein (nonfunctional)	VNG_7011a,VNG_6013a
VNG_7011c	ABC-type transport system permease protein(nonfunctional)	VNG_7011c,VNG_6015a
VNG_7012a	uncharacterized protein (nonfunctional)	VNG_7012a,VNG_6016a
VNG_7013	uncharacterized protein (nonfunctional)	VNG_7013,VNG_6017H,VNG_RS12270,VNG_RS10575,VNG5017H,VNG6017H,OE7020F
VNG_7014	spurious ORF	VNG_7014
VNG_7015	gas-vesicle-associated protein GvpM	VNG_7015,VNG_6019G,VNG_RS12275,VNG_RS10580,VNG5019G,VNG6019G,OE7022R
VNG_7016	gas-vesicle-associated protein GvpL	VNG_7016,VNG_6020G,VNG_RS12280,VNG_RS10585,VNG5020G,VNG6020G,OE7023R
VNG_7017	gas-vesicle operon protein GvpK	VNG_7017,VNG_6021G,VNG_RS12285,VNG_RS10590,VNG5021G,VNG6021G,OE7024R
VNG_7018	gas-vesicle-associated protein GvpJ	VNG_7018,VNG_6022G,VNG_RS12290,VNG_RS10595,VNG5022G,VNG6022G,OE7026R
VNG_7019	gas-vesicle operon protein GvpI	VNG_7019,VNG_6023G,VNG_RS13760,VNG_RS13425,VNG5023G,VNG6023G,OE7027R
VNG_7020	gas-vesicle operon protein GvpH	VNG_7020,VNG_6024G,VNG_RS12295,VNG_RS10600,VNG5025G,VNG6024G,OE7028R
VNG_7021	gas-vesicle-associated protein GvpG	VNG_7021,VNG_6025G,VNG_RS12300,VNG_RS10605,VNG5026G,VNG6025G,OE7030R
VNG_7022	gas-vesicle-associated protein GvpF	VNG_7022,VNG_6026G,VNG_RS12305,VNG_RS10610,VNG5027G,VNG6026G,OE7031R
VNG_7023	PadR family transcription activator GvpE	VNG_7023,VNG_6027G,VNG_RS12310,VNG_RS10615,VNG5028G,VNG6027G,OE7032R
VNG_7024	regulatory protein GvpD	VNG_7024,VNG_6028G,VNG_RS12315,VNG_RS10620,VNG5029G,VNG6028G,OE7033R
VNG_7025	gas-vesicle major structural protein GvpA	VNG_7025,VNG_6029G,VNG_6241G,VNG_RS12320,VNG_RS10625,VNG_RS11395,VNG5030G,VNG6029G,VNG6241G,OE7034F,OE5125F
VNG_7026	gas-vesicle minor protein GvpC	VNG_7026,VNG_6031G,VNG_RS12325,VNG_RS10630,VNG5032G,VNG6031G,OE7036F
VNG_7027	gas-vesicle operon protein GvpN	VNG_7027,VNG_6032G,VNG_RS12330,VNG_RS10635,VNG5033G,VNG6032G,OE7037F
VNG_7028	gas-vesicle operon protein GvpO	VNG_7028,VNG_6033G,VNG_RS12335,VNG_RS10640,VNG5034G,VNG6033G,OE7038F
VNG_7029	ParA domain protein	VNG_7029,VNG_6034G,VNG_RS12340,VNG_RS10645,VNG5035G,VNG6034G,OE7039F
VNG_7030	receiver/sensor box histidine kinase	VNG_7030,VNG_6035G,VNG_RS12345,VNG_RS10650,VNG5037G,VNG6035G,OE7042R
VNG_7030a	small CPxCG-related zinc finger protein(nonfunctional)	VNG_7030a,VNG_6035a
VNG_7030b	small CPxCG-related zinc finger protein	VNG_7030b,VNG_6036H,VNG5038H,VNG6036H
VNG_7031	homolog to TATA-binding transcription initiationfactor	VNG_7031,VNG_6037G,VNG_RS12350,VNG_RS10655,VNG5039G,VNG6037G,OE7045F
VNG_7031a	homolog to resolvase (nonfunctional)	VNG_7031a,VNG_6037a
VNG_7033	helicase domain protein (nonfunctional)	VNG_7033,VNG_7176,VNG_6039H,VNG_6487H,VNG_RS12365,VNG_RS13880,VNG_RS10670,VNG_RS13725,VNG5041H,VNG5256H,VNG6039H,VNG6487H,OE7049R
VNG_7034	ISH9-type transposase ISH9	VNG_7034,VNG_7175,VNG_6040H,VNG_6486H,VNG_RS12370,VNG_RS13125,VNG_RS10675,VNG_RS12185,VNG5042H,VNG5255H,VNG6040H,VNG6486H,OE7050F
VNG_7034a	uncharacterized protein (nonfunctional)	VNG_7034a,VNG_7174a,VNG_6040a,VNG_6484a,VNG_RS12375,VNG_RS13120,VNG_RS10680,VNG_RS12180
VNG_7035	ISH8-type transposase ISH5 (N-term)(nonfunctional)	VNG_7035,VNG_7037,VNG_7172,VNG_7174,VNG_6042H,VNG_6043a,VNG_6481a,VNG_6484H,VNG_RS12380,VNG_RS12390,VNG_RS13105,VNG_RS13115,VNG_RS10685,VNG_RS10695,VNG_RS12165,VNG_RS12175,OE7052F,OE6172F
VNG_7037a	uncharacterized protein	VNG_7037a,VNG_7171d,VNG_6045H,VNG_6481H,VNG_RS12395,VNG_RS13100,VNG_RS10700,VNG_RS12160,VNG5047H,VNG5250H,VNG6045H,VNG6481H,OE7054R,OE6174R
VNG_7037b	uncharacterized protein	VNG_7037b,VNG_7171c,VNG_6046H,VNG_6480H,VNG_RS12400,VNG_RS13095,VNG_RS10705,VNG_RS12155,VNG5048H,VNG5249H,VNG6046H,VNG6480H,OE7055A1R,OE6175A1R
VNG_7037c	uncharacterized protein	VNG_7037c,VNG_7171b,VNG_6047H,VNG_6479H,VNG_RS12405,VNG_RS13090,VNG_RS10710,VNG_RS12150,VNG5049H,VNG5248H,VNG6047H,VNG6479H,OE7056A1R,OE6176A1R
VNG_7037d	PadR family transcription regulator	VNG_7037d,VNG_7171a,VNG_6048H,VNG_6478H,VNG_RS12410,VNG_RS13085,VNG_RS10715,VNG_RS12145,VNG5050H,VNG5247H,VNG6048H,VNG6478H,OE7057F,OE6177F
VNG_7038	TATA-binding transcription initiation factor	VNG_7038,VNG_7171,VNG_6050G,VNG_6476G,VNG_RS12415,VNG_RS13080,VNG_RS10720,VNG_RS12140,VNG5052G,VNG5245G,VNG6050G,VNG6476G
VNG_7038a	small CPxCG-related zinc finger protein	VNG_7038a,VNG_7170c,VNG_6051H,VNG_6475H,VNG5053H,VNG5244H,VNG6051H,VNG6475H
VNG_7038b	uncharacterized protein	VNG_7038b,VNG_7170b,VNG_6051a,VNG_6474a,VNG_RS12420,VNG_RS13075,VNG_RS10725,VNG_RS12135,OE7064R,OE6184R
VNG_7038c	uncharacterized protein	VNG_7038c,VNG_7170a,VNG_6052H,VNG_6474H,VNG5054H,VNG5243H,VNG6052H,VNG6474H
VNG_7039	cytochrome bd ubiquinol oxidase subunit I	VNG_7039,VNG_7170,VNG_6053G,VNG_6473G,VNG_RS12425,VNG_RS13070,VNG_RS10730,VNG_RS12130,VNG5055G,VNG5242G,VNG6053G,VNG6473G,OE7065F,OE6185F
VNG_7040	cytochrome bd ubiquinol oxidase subunit II	VNG_7040,VNG_7169,VNG_6055G,VNG_6471G,VNG_RS12430,VNG_RS13065,VNG_RS10735,VNG_RS12125,VNG5057G,VNG5240G,VNG6055G,VNG6471G,OE7066F,OE6186F
VNG_7041	DsrE domain protein	VNG_7041,VNG_7168,VNG_6057C,VNG_6469C,VNG_RS12435,VNG_RS13060,VNG_RS10740,VNG_RS12120,VNG5059C,VNG5238C,VNG6057C,VNG6469C,OE7068R,OE6188R
VNG_7042	UPF0033 family protein	VNG_7042,VNG_7167,VNG_6059C,VNG_6467C,VNG_RS12440,VNG_RS13055,VNG_RS10745,VNG_RS12115,VNG5061C,VNG5236C,VNG6059C,VNG6467C,OE7070R,OE6190R
VNG_7043	rhodanese domain protein / beta-lactamase domainprotein	VNG_7043,VNG_7166,VNG_6060C,VNG_6466C,VNG_RS12445,VNG_RS13050,VNG_RS10750,VNG_RS12110,VNG5062C,VNG5235C,VNG6060C,VNG6466C,OE7071F,OE6191F
VNG_7044	DUF4341/DUF395 family protein	VNG_7044,VNG_7165,VNG_6061H,VNG_6465H,VNG_RS12450,VNG_RS13045,VNG_RS10755,VNG_RS12105,VNG5063H,VNG5234H,VNG6061H,VNG6465H,OE7072F,OE6192F
VNG_7045	spurious ORF	VNG_7045,VNG_7163
VNG_7046	DUF4341/DUF395 family protein	VNG_7046,VNG_7164,VNG_6062H,VNG_6464H,VNG_RS12455,VNG_RS13040,VNG_RS10760,VNG_RS12100,VNG5064H,VNG5233H,VNG6062H,VNG6464H,OE7074F,OE6194F
VNG_7047	transport protein (probable substratephosphate/sulfate)	VNG_7047,VNG_7162,VNG_6064G,VNG_6462G,VNG_RS12460,VNG_RS13035,VNG_RS10765,VNG_RS12095,VNG5066G,VNG5231G,VNG6064G,VNG6462G,OE7075F,OE6195F
VNG_7048	HTH-10 family transcription regulator	VNG_7048,VNG_7161,VNG_6065G,VNG_6461G,VNG_RS12465,VNG_RS13030,VNG_RS10770,VNG_RS12090,VNG5068G,VNG5229G,VNG6065G,VNG6461G,OE7076R,OE6196R
VNG_7049	rhodanese domain protein / beta-lactamase domainprotein	VNG_7049,VNG_7160,VNG_6066C,VNG_6460C,VNG_RS12470,VNG_RS13025,VNG_RS10775,VNG_RS12085,VNG5069C,VNG5228C,VNG6066C,VNG6460C,OE7077F,OE6197F
VNG_7050	spurious ORF	VNG_7050,VNG_7159
VNG_7051	major facilitator superfamily transport protein	VNG_7051,VNG_7158,VNG_6068C,VNG_6457C,VNG_RS12475,VNG_RS13020,VNG_RS10780,VNG_RS12080,VNG5071C,VNG5225C,VNG6068C,VNG6457C,OE7079F,OE6199F
VNG_7051a	uncharacterized protein	VNG_7051a,VNG_7157a,VNG_6070H,VNG_6456H,VNG_RS14325,VNG_RS14340,VNG_RS14270,VNG_RS14320,VNG5073H,VNG5224H,VNG6070H,VNG6456H,OE7080A1F,OE6200A1F
VNG_7052	TSUP family transport protein	VNG_7052,VNG_7157,VNG_6071C,VNG_6455C,VNG_RS12480,VNG_RS13015,VNG_RS10785,VNG_RS12075,VNG5074C,VNG5223C,VNG6071C,VNG6455C,OE7081F,OE6201F
VNG_7053	TrmB family transcription regulator	VNG_7053,VNG_7156,VNG_6072C,VNG_6454C,VNG_RS12485,VNG_RS13010,VNG_RS10790,VNG_RS12070,VNG5075C,VNG5222C,VNG6072C,VNG6454C,OE7082F,OE6202F
VNG_7054	thioredoxin	VNG_7054,VNG_7155,VNG_6073G,VNG_6453G,VNG_RS12490,VNG_RS13005,VNG_RS10795,VNG_RS12065,VNG5076G,VNG5221G,VNG6073G,VNG6453G,OE7084F,OE6204F
VNG_7056	XerC/D-like integrase	VNG_7056,VNG_7153,VNG_6076H,VNG_6450H,VNG_RS12505,VNG_RS12990,VNG_RS10810,VNG_RS12050,VNG5079H,VNG5218H,VNG6076H,VNG6450H,OE7089R,OE6209R
VNG_7057	spurious ORF	VNG_7057,VNG_7152
VNG_7057a	uncharacterized protein	VNG_7057a,VNG_7151a,VNG_6077H,VNG_6449H,VNG_RS13765,VNG_RS13870,VNG_RS13430,VNG_RS13715,VNG5080H,VNG5217H,VNG6077H,VNG6449H,OE7090B1R,OE6210B1R
VNG_7058	spurious ORF	VNG_7058,VNG_7151
VNG_7058a	uncharacterized protein	VNG_7058a,VNG_7150a,VNG_6078H,VNG_6448H,VNG5081H,VNG5216H,VNG6078H,VNG6448H
VNG_7059a	uncharacterized protein	VNG_7059a,VNG_7149a,VNG_6080H,VNG_6446H,VNG5083H,VNG5214H,VNG6080H,VNG6446H
VNG_7060	isopentenyl-diphosphate delta-isomerase, typeII	VNG_7060,VNG_7149,VNG_6081G,VNG_6445G,VNG_RS12520,VNG_RS12975,VNG_RS10825,VNG_RS12035,VNG5084G,VNG5213G,VNG6081G,VNG6445G,OE7093R,OE6213R
VNG_7061	TrmB family transcription regulator	VNG_7061,VNG_7148,VNG_6082H,VNG_6444H,VNG_RS12525,VNG_RS12970,VNG_RS10830,VNG_RS12030,VNG5085H,VNG5212H,VNG6082H,VNG6444H,OE7094F,OE6214F
VNG_7062	uncharacterized protein	VNG_7062,VNG_7147,VNG_6083H,VNG_6443H,VNG_RS13775,VNG_RS13860,VNG_RS13440,VNG_RS13705,VNG5086H,VNG5211H,VNG6083H,VNG6443H,OE7095F,OE6215F
VNG_7064	uncharacterized protein	VNG_7064,VNG_7145,VNG_6085H,VNG_RS12535,VNG_RS12960,VNG_RS10840,VNG5088H,VNG5209H,VNG6085H,OE7099R,OE6219R
VNG_7065	ParA domain protein	VNG_7065,VNG_7144,VNG_6086G,VNG_RS12540,VNG_RS12955,VNG_RS10845,VNG5089G,VNG5208G,VNG6086G,OE7100R,OE6220R
VNG_7066	DUF1814 family protein	VNG_7066,VNG_7143,VNG_6087C,VNG_RS12545,VNG_RS12950,VNG_RS10850,VNG5090C,VNG5207C,VNG6087C,OE7101R,OE6221R
VNG_7067	DUF4095 family protein	VNG_7067,VNG_7142,VNG_6088C,VNG_RS12550,VNG_RS12945,VNG_RS10855,VNG5091C,VNG5206C,VNG6088C,OE7102R,OE6222R
VNG_7068	spurious ORF	VNG_7068,VNG_7141
VNG_7069	TRAM domain protein	VNG_7069,VNG_7140,VNG_6090C,VNG_RS13780,VNG_RS13855,VNG_RS13445,VNG5093C,VNG5204C,VNG6090C,OE7104R,OE6224R
VNG_7070	Orc1-type DNA replication protein	VNG_7070,VNG_7138,VNG_7139,VNG_6091G,VNG_RS12560,VNG_RS13850,VNG_RS12935,VNG_RS10865,VNG5094G,VNG5200H,VNG5203C,VNG6091G,OE7105F,OE6225F
VNG_7071	uncharacterized protein (N-term) (nonfunctional)	VNG_7071,VNG_7136b,VNG_7137,VNG_6091a,VNG_RS13785,VNG_RS13845,VNG_RS13450
VNG_7071b	uncharacterized protein (C-term) (nonfunctional)	VNG_7071b,VNG_6094H,VNG_RS14085,VNG_RS14025,VNG5097H,VNG6094H
VNG_7072	UPF0361 family protein	VNG_7072,VNG_6095C,VNG_RS12570,VNG_RS10875,VNG5098C,VNG6095C,OE7107R,OE6227R
VNG_7073	DUF262/DUF1524 domain protein	VNG_7073,VNG_6097C,VNG_RS12575,VNG_RS10880,VNG5100C,VNG6097C,OE7108R,OE6228R
VNG_7074	uncharacterized protein	VNG_7074,VNG_6099H,VNG_RS12580,VNG_RS10885,VNG5102H,VNG6099H
VNG_7075	uncharacterized protein	VNG_7075,VNG_6101H,VNG_RS13165,VNG_RS13160,VNG5104H,VNG6101H
VNG_7076	uncharacterized protein	VNG_7076,VNG_6102H,VNG_RS12595,VNG_RS10900,VNG5105H,VNG6102H
VNG_7077	uncharacterized protein	VNG_7077,VNG_6103H,VNG_RS12600,VNG_RS10905,VNG5106H,VNG6103H
VNG_7078	uncharacterized protein	VNG_7078,VNG_6105H,VNG_RS12605,VNG_RS10910,VNG5108H,VNG6105H
VNG_7078b	uncharacterized protein (nonfunctional)	VNG_7078b,VNG_6106a
VNG_7079	uncharacterized protein (N-term) (nonfunctional)	VNG_7079,VNG_6109a,VNG_RS12620,VNG_RS10925
VNG_7079b	uncharacterized protein (C-term) (nonfunctional)	VNG_7079b,VNG_6111a
VNG_7080	XerC/D-like integrase	VNG_7080,VNG_6112H,VNG_RS12630,VNG_RS10935,VNG5115H,VNG6112H,OE7150R,OE6270R
VNG_7081	uncharacterized protein	VNG_7081,VNG_6113H,VNG_RS12635,VNG_RS10940,VNG5116H,VNG6113H,OE7152R,OE6272R
VNG_7082	uncharacterized protein	VNG_7082,VNG_6115H,VNG_RS12640,VNG_RS10945,VNG5118H,VNG6115H,OE7154R,OE6274R
VNG_7083	HTH domain protein	VNG_7083,VNG_6116H,VNG_RS12645,VNG_RS10950,VNG5119H,VNG6116H,OE7155R,OE6275R
VNG_7083a	uncharacterized protein	VNG_7083a,VNG_6117H,VNG5120H,VNG6117H
VNG_7085a	uncharacterized protein	VNG_7085a,VNG_6120H,VNG_RS12655,VNG_RS10960,VNG5123H,VNG6120H,OE7160R
VNG_7086	uncharacterized protein	VNG_7086,VNG_6121H,VNG_RS12660,VNG_RS10965,VNG5124H,VNG6121H,OE7161R
VNG_7087	ParA domain protein	VNG_7087,VNG_6123G,VNG_RS12665,VNG_RS10970,VNG5126G,VNG6123G,OE7162R
VNG_7088	spurious ORF	VNG_7088
VNG_7088a	uncharacterized protein	VNG_7088a,VNG_6123a,VNG_RS13800,VNG_RS13465,OE7164A1R
VNG_7089	uncharacterized protein	VNG_7089,VNG_6125H,VNG_RS12670,VNG_RS10975,VNG5129H,VNG6125H,OE7165R,OE8005B1R
VNG_7089a	PadR family transcription regulator	VNG_7089a,VNG_6126H,VNG_RS12675,VNG_RS10980,VNG5130H,VNG6126H,OE7166F,OE8006F
VNG_7089b	ISH3-type transposase ISH3 (nonfunctional)	VNG_7089b,VNG_6126a
VNG_7089c	uncharacterized protein	VNG_7089c,VNG_6126b
VNG_7090	DUF2800 family protein	VNG_7090,VNG_6127H,VNG_RS12680,VNG_RS10985,VNG5131H,VNG6127H,OE7172F,OE8007F
VNG_7091	uncharacterized protein	VNG_7091,VNG_6128H,VNG_RS12685,VNG_RS10990,VNG5132H,VNG6128H,OE7173F,OE8008F
VNG_7092	DUF790 family protein	VNG_7092,VNG_6129C,VNG_RS12690,VNG_RS10995,VNG5133C,VNG6129C,OE7174R,OE8009R
VNG_7093	DNA repair helicase Rad25	VNG_7093,VNG_6130G,VNG_RS12695,VNG_RS11000,VNG5134G,VNG6130G,OE7176R,OE8010R
VNG_7094	uncharacterized protein	VNG_7094,VNG_6131H,VNG_RS12700,VNG_RS11005,VNG5135H,VNG6131H,OE7177F,OE8010B1F
VNG_7095	plasmid replication protein RepI	VNG_7095,VNG_6132G,VNG_RS12705,VNG_RS11010,VNG5136G,VNG6132G,OE7178F,OE8010G1F
VNG_7095b	uncharacterized protein	VNG_7095b,VNG_6134H,VNG5137H,VNG6134H
VNG_7096	probable restriction/modification enzyme (N-term)(nonfunctional)	VNG_7096,VNG_7097,VNG_6135C,VNG_6136H,VNG_RS12715,VNG_RS12725,VNG_RS11020,VNG_RS11030,VNG5138C,VNG5139C,VNG6135C,VNG6136H,OE7182F,OE8013F
VNG_7098	spurious ORF	VNG_7098
VNG_7099	ATP-dependent helicase	VNG_7099,VNG_6139G,VNG_RS12730,VNG_RS11035,VNG5141G,VNG6139G,OE7185F,OE8016F
VNG_7100	TATA-binding transcription initiation factor	VNG_7100,VNG_6140G,VNG_RS12735,VNG_RS11040,VNG5142G,VNG6140G,OE7186F,OE8017F
VNG_7101	YidE family protein	VNG_7101,VNG_RS12740,VNG5143C,OE7187F,OE8018F
VNG_7102	PadR family transcription regulator	VNG_7102,VNG_RS12745,VNG5144H,OE7189F,OE8020F
VNG_7103	uncharacterized protein	VNG_7103,VNG_RS12750,VNG5145H,OE7190R,OE8021R
VNG_7104	uncharacterized protein	VNG_7104,VNG_RS12755,VNG5146H,OE7192F,OE8023F
VNG_7105	plasmid replication protein RepJ	VNG_7105,VNG_RS12760,VNG5147G,OE7194F,OE8025F
VNG_7106	integrase family protein	VNG_7106,VNG_RS12765,VNG5148H,OE7196F,OE8027F
VNG_7108	uncharacterized protein	VNG_7108,VNG_RS12775,VNG5152H,OE7204F,OE8036F
VNG_7109	uncharacterized protein	VNG_7109,VNG_RS12780,VNG5153H,OE7206F,OE8038F
VNG_7110	uncharacterized protein	VNG_7110,VNG_RS14380,VNG5154H,OE7207F,OE8039F
VNG_7111	spurious ORF	VNG_7111
VNG_7112	HTH domain protein	VNG_7112,VNG_RS12790,VNG5156H,OE7209F,OE8041F
VNG_7112a	small CPxCG-related zinc finger protein	VNG_7112a,VNG_RS14335,OE7210R,OE8042R
VNG_7112b	uncharacterized protein	VNG_7112b
VNG_7112c	small CPxCG-related zinc finger protein	VNG_7112c
VNG_7112d	small CPxCG-related zinc finger protein	VNG_7112d
VNG_7113	spurious ORF	VNG_7113
